Date,ppt (inches),tmean (degrees F)
2017-08-26,0.00,65.0
2017-08-27,0.00,72.4
2017-08-28,0.00,73.2
2017-08-29,0.00,77.1
2017-08-30,0.00,70.4
2017-08-31,0.00,66.8
2017-09-01,0.00,69.6
2017-09-02,0.00,74.3
2017-09-03,0.00,77.1
2017-09-04,0.00,77.4
2017-09-05,0.00,76.4
2017-09-06,0.00,75.6
2017-09-07,0.02,72.0
2017-09-08,0.00,74.4
2017-09-09,0.00,68.6
2017-09-10,0.00,70.1
2017-09-11,0.02,67.0
2017-09-12,0.00,72.4
2017-09-13,0.00,70.6
2017-09-14,0.00,62.4
2017-09-15,0.00,62.0
2017-09-16,0.00,62.7
2017-09-17,0.00,62.9
2017-09-18,0.36,59.1
2017-09-19,0.77,56.8
2017-09-20,0.41,57.8
2017-09-21,0.34,51.2
2017-09-22,0.01,54.3
2017-09-23,0.00,56.6
2017-09-24,0.00,58.6
2017-09-25,0.00,59.9
2017-09-26,0.00,60.7
2017-09-27,0.00,65.3
2017-09-28,0.00,69.9
2017-09-29,0.00,68.7
2017-09-30,0.14,56.8
2017-10-01,0.04,56.5
2017-10-02,0.00,56.0
2017-10-03,0.00,53.3
2017-10-04,0.00,56.4
2017-10-05,0.00,56.0
2017-10-06,0.00,55.8
2017-10-07,0.03,57.8
2017-10-08,0.02,55.0
2017-10-09,0.00,51.6
2017-10-10,0.00,51.3
2017-10-11,0.42,49.4
2017-10-12,0.46,50.0
2017-10-13,0.27,51.3
2017-10-14,0.08,44.8
2017-10-15,0.00,46.4
2017-10-16,0.00,50.5
2017-10-17,0.00,51.9
2017-10-18,0.02,51.7
2017-10-19,0.07,59.4
2017-10-20,1.11,52.0
2017-10-21,0.41,49.7
2017-10-22,2.15,53.3
2017-10-23,0.03,54.4
2017-10-24,0.00,56.5
2017-10-25,0.00,57.3
2017-10-26,0.04,53.6
2017-10-27,0.00,59.1
2017-10-28,0.00,59.2
2017-10-29,0.00,57.0
2017-10-30,0.01,50.4
2017-10-31,0.00,50.6
2017-11-01,0.00,48.5
2017-11-02,0.04,50.9
2017-11-03,0.19,48.9
2017-11-04,0.05,44.6
2017-11-05,0.40,43.3
2017-11-06,0.03,46.0
2017-11-07,0.00,42.9
2017-11-08,0.00,41.8
2017-11-09,0.72,43.7
2017-11-10,0.42,50.0
2017-11-11,0.04,50.0
2017-11-12,0.04,53.3
2017-11-13,0.46,55.0
2017-11-14,0.20,49.1
2017-11-15,0.33,50.9
2017-11-16,0.99,47.2
2017-11-17,0.32,44.2
2017-11-18,0.03,43.7
2017-11-19,0.00,38.8
2017-11-20,0.32,43.5
2017-11-21,0.35,51.2
2017-11-22,0.43,54.0
2017-11-23,0.54,59.1
2017-11-24,0.08,53.0
2017-11-25,0.00,46.6
2017-11-26,0.24,41.5
2017-11-27,0.19,48.0
2017-11-28,0.06,44.2
2017-11-29,0.24,43.7
2017-11-30,0.00,44.8
2017-12-01,0.15,42.6
2017-12-02,0.15,47.0
2017-12-03,0.59,42.8
2017-12-04,0.06,41.1
2017-12-05,0.00,38.4
2017-12-06,0.00,42.5
2017-12-07,0.00,46.4
2017-12-08,0.00,40.7
2017-12-09,0.00,37.1
2017-12-10,0.00,35.7
2017-12-11,0.00,35.4
2017-12-12,0.00,34.7
2017-12-13,0.00,33.2
2017-12-14,0.00,37.8
2017-12-15,0.00,36.6
2017-12-16,0.02,34.7
2017-12-17,0.00,39.4
2017-12-18,0.00,44.7
2017-12-19,0.05,48.8
2017-12-20,0.84,45.7
2017-12-21,0.00,37.1
2017-12-22,0.00,30.0
2017-12-23,0.39,37.5
2017-12-24,0.04,35.9
2017-12-25,0.34,34.3
2017-12-26,0.00,34.7
2017-12-27,0.08,31.1
2017-12-28,0.00,40.4
2017-12-29,0.21,47.5
2017-12-30,0.55,49.2
2017-12-31,0.00,42.0
2018-01-01,0.00,38.2
2018-01-02,0.00,37.1
2018-01-03,0.00,38.1
2018-01-04,0.00,39.6
2018-01-05,0.43,40.8
2018-01-06,0.21,46.4
2018-01-07,0.02,43.9
2018-01-08,0.04,42.1
2018-01-09,0.62,41.5
2018-01-10,0.12,45.7
2018-01-11,0.38,46.5
2018-01-12,0.58,52.6
2018-01-13,0.02,50.0
2018-01-14,0.00,49.0
2018-01-15,0.00,47.4
2018-01-16,0.18,46.6
2018-01-17,0.00,49.0
2018-01-18,0.43,49.7
2018-01-19,0.27,44.3
2018-01-20,0.07,44.2
2018-01-21,0.03,44.9
2018-01-22,0.15,45.8
2018-01-23,0.07,44.6
2018-01-24,0.91,46.7
2018-01-25,0.24,43.2
2018-01-26,0.31,42.3
2018-01-27,0.19,43.3
2018-01-28,0.07,49.8
2018-01-29,0.00,53.5
2018-01-30,0.50,50.3
2018-01-31,0.15,44.2
2018-02-01,0.01,43.9
2018-02-02,0.07,46.7
2018-02-03,0.04,53.0
2018-02-04,0.00,52.4
2018-02-05,0.00,52.7
2018-02-06,0.00,47.5
2018-02-07,0.00,45.5
2018-02-08,0.00,45.6
2018-02-09,0.00,47.9
2018-02-10,0.00,44.4
2018-02-11,0.00,41.5
2018-02-12,0.00,40.3
2018-02-13,0.00,37.2
2018-02-14,0.23,37.4
2018-02-15,0.08,42.8
2018-02-16,0.02,44.3
2018-02-17,0.04,45.4
2018-02-18,0.13,44.2
2018-02-19,0.14,37.3
2018-02-20,0.00,34.5
2018-02-21,0.19,34.5
2018-02-22,0.10,33.8
2018-02-23,0.00,32.2
2018-02-24,0.14,31.4
2018-02-25,0.11,42.9
2018-02-26,0.29,37.9
2018-02-27,0.02,38.3
2018-02-28,0.03,40.0
2018-03-01,0.28,42.3
2018-03-02,0.10,41.5
2018-03-03,0.03,42.8
2018-03-04,0.00,41.4
2018-03-05,0.03,40.0
2018-03-06,0.00,42.5
2018-03-07,0.00,43.1
2018-03-08,0.01,43.3
2018-03-09,0.13,48.1
2018-03-10,0.00,42.6
2018-03-11,0.03,46.3
2018-03-12,0.00,52.5
2018-03-13,0.07,55.4
2018-03-14,0.63,49.1
2018-03-15,0.01,44.8
2018-03-16,0.08,43.5
2018-03-17,0.03,44.7
2018-03-18,0.11,45.2
2018-03-19,0.00,43.2
2018-03-20,0.00,44.4
2018-03-21,0.00,46.2
2018-03-22,0.76,46.2
2018-03-23,0.68,42.0
2018-03-24,0.41,38.7
2018-03-25,0.18,40.6
2018-03-26,0.02,44.0
2018-03-27,0.03,44.8
2018-03-28,0.01,49.2
2018-03-29,0.00,48.6
2018-03-30,0.00,48.1
2018-03-31,0.00,49.9
2018-04-01,0.00,49.7
2018-04-02,0.16,43.0
2018-04-03,0.00,42.1
2018-04-04,0.04,42.4
2018-04-05,0.00,53.8
2018-04-06,0.30,50.9
2018-04-07,0.18,61.1
2018-04-08,2.02,52.7
2018-04-09,0.11,46.7
2018-04-10,0.06,52.7
2018-04-11,0.09,53.3
2018-04-12,0.49,48.5
2018-04-13,0.21,45.7
2018-04-14,0.02,50.4
2018-04-15,0.33,52.3
2018-04-16,0.78,45.1
2018-04-17,0.09,44.7
2018-04-18,0.01,47.1
2018-04-19,0.00,48.7
2018-04-20,0.00,51.6
2018-04-21,0.00,51.4
2018-04-22,0.00,50.3
2018-04-23,0.00,51.0
2018-04-24,0.00,58.2
2018-04-25,0.00,63.0
2018-04-26,0.00,65.2
2018-04-27,0.00,62.4
2018-04-28,0.15,48.9
2018-04-29,0.05,52.8
2018-04-30,0.02,52.5
2018-05-01,0.00,50.7
2018-05-02,0.00,49.6
2018-05-03,0.00,56.0
2018-05-04,0.00,60.3
2018-05-05,0.00,57.3
2018-05-06,0.04,61.8
2018-05-07,0.07,59.6
2018-05-08,0.00,60.7
2018-05-09,0.09,61.8
2018-05-10,0.01,58.6
2018-05-11,0.00,55.5
2018-05-12,0.00,56.7
2018-05-13,0.00,64.0
2018-05-14,0.00,68.2
2018-05-15,0.00,67.6
2018-05-16,0.00,60.8
2018-05-17,0.00,59.8
2018-05-18,0.00,58.1
2018-05-19,0.00,59.1
2018-05-20,0.00,59.0
2018-05-21,0.00,57.7
2018-05-22,0.00,59.9
2018-05-23,0.00,66.7
2018-05-24,0.00,65.4
2018-05-25,0.00,64.3
2018-05-26,0.00,57.7
2018-05-27,0.00,56.3
2018-05-28,0.00,62.1
2018-05-29,0.00,61.5
2018-05-30,0.00,53.4
2018-05-31,0.00,54.4
2018-06-01,0.06,53.9
2018-06-02,0.00,57.8
2018-06-03,0.00,64.5
2018-06-04,0.00,61.2
2018-06-05,0.00,56.9
2018-06-06,0.00,57.9
2018-06-07,0.00,61.7
2018-06-08,0.00,61.6
2018-06-09,0.27,58.4
2018-06-10,0.10,55.2
2018-06-11,0.41,52.6
2018-06-12,0.00,58.4
2018-06-13,0.00,62.5
2018-06-14,0.00,58.9
2018-06-15,0.00,59.8
2018-06-16,0.00,61.6
2018-06-17,0.00,65.1
2018-06-18,0.03,71.3
2018-06-19,0.00,67.9
2018-06-20,0.00,71.5
2018-06-21,0.00,72.6
2018-06-22,0.00,66.4
2018-06-23,0.00,67.0
2018-06-24,0.00,65.1
2018-06-25,0.00,71.8
2018-06-26,0.00,60.9
2018-06-27,0.00,61.6
2018-06-28,0.00,63.0
2018-06-29,0.00,62.0
2018-06-30,0.00,65.1
2018-07-01,0.00,67.3
2018-07-02,0.00,65.9
2018-07-03,0.00,59.2
2018-07-04,0.00,62.2
2018-07-05,0.01,64.5
2018-07-06,0.00,68.9
2018-07-07,0.00,65.9
2018-07-08,0.00,67.4
2018-07-09,0.00,68.0
2018-07-10,0.00,61.7
2018-07-11,0.00,67.5
2018-07-12,0.00,72.3
2018-07-13,0.00,79.5
2018-07-14,0.00,75.7
2018-07-15,0.00,74.5
2018-07-16,0.00,78.2
2018-07-17,0.00,77.8
2018-07-18,0.00,73.8
2018-07-19,0.00,71.0
2018-07-20,0.00,62.4
2018-07-21,0.00,64.0
2018-07-22,0.00,65.7
2018-07-23,0.00,72.6
2018-07-24,0.00,75.7
2018-07-25,0.00,76.3
2018-07-26,0.00,77.3
2018-07-27,0.00,76.9
2018-07-28,0.00,73.1
2018-07-29,0.00,72.6
2018-07-30,0.00,78.4
2018-07-31,0.00,74.7
2018-08-01,0.00,72.6
2018-08-02,0.00,70.8
2018-08-03,0.00,65.5
2018-08-04,0.00,64.9
2018-08-05,0.00,69.6
2018-08-06,0.00,71.7
2018-08-07,0.00,73.8
2018-08-08,0.00,76.1
2018-08-09,0.00,75.5
2018-08-10,0.00,76.5
2018-08-11,0.00,74.5
2018-08-12,0.00,66.3
2018-08-13,0.00,66.5
2018-08-14,0.00,73.6
2018-08-15,0.00,74.3
2018-08-16,0.00,71.9
2018-08-17,0.00,67.0
2018-08-18,0.00,65.1
2018-08-19,0.00,68.2
2018-08-20,0.00,70.3
2018-08-21,0.00,68.2
2018-08-22,0.00,75.2
2018-08-23,0.00,72.2
2018-08-24,0.00,61.2
2018-08-25,0.00,59.9
2018-08-26,0.00,59.6
2018-08-27,0.00,63.1
2018-08-28,0.00,66.2
2018-08-29,0.00,69.8
2018-08-30,0.00,68.2
2018-08-31,0.00,64.1
2018-09-01,0.00,63.9
2018-09-02,0.00,61.5
2018-09-03,0.00,65.3
2018-09-04,0.00,63.4
2018-09-05,0.00,64.1
2018-09-06,0.00,69.6
2018-09-07,0.00,67.9
2018-09-08,0.00,65.3
2018-09-09,0.00,62.7
2018-09-10,0.03,63.6
2018-09-11,0.00,62.9
2018-09-12,0.20,59.4
2018-09-13,0.41,57.8
2018-09-14,0.02,57.3
2018-09-15,0.00,57.8
2018-09-16,0.10,56.2
2018-09-17,0.10,55.9
2018-09-18,0.00,56.5
2018-09-19,0.00,57.4
2018-09-20,0.00,57.0
2018-09-21,0.00,59.4
2018-09-22,0.00,61.0
2018-09-23,0.00,57.2
2018-09-24,0.00,56.0
2018-09-25,0.00,57.0
2018-09-26,0.00,63.9
2018-09-27,0.00,65.8
2018-09-28,0.00,66.8
2018-09-29,0.00,67.1
2018-09-30,0.02,59.3
2018-10-01,0.00,61.8
2018-10-02,0.00,64.6
2018-10-03,0.00,55.9
2018-10-04,0.00,52.9
2018-10-05,0.00,54.2
2018-10-06,0.25,50.7
2018-10-07,0.00,53.0
2018-10-08,0.10,50.6
2018-10-09,0.07,58.4
2018-10-10,0.00,55.2
2018-10-11,0.00,53.4
2018-10-12,0.00,54.7
2018-10-13,0.00,55.2
2018-10-14,0.00,55.4
2018-10-15,0.00,55.6
2018-10-16,0.00,56.9
2018-10-17,0.00,60.3
2018-10-18,0.00,58.2
2018-10-19,0.00,56.0
2018-10-20,0.00,54.5
2018-10-21,0.00,55.0
2018-10-22,0.00,53.2
2018-10-23,0.00,53.4
2018-10-24,0.00,50.3
2018-10-25,0.00,55.4
2018-10-26,0.19,55.2
2018-10-27,0.20,57.9
2018-10-28,0.71,58.4
2018-10-29,0.49,56.3
2018-10-30,0.09,51.3
2018-10-31,0.09,49.4
2018-11-01,0.00,54.7
2018-11-02,0.10,60.5
2018-11-03,0.00,56.2
2018-11-04,0.17,52.2
2018-11-05,0.02,56.6
2018-11-06,0.08,52.2
2018-11-07,0.00,48.6
2018-11-08,0.00,44.2
2018-11-09,0.00,41.9
2018-11-10,0.00,39.7
2018-11-11,0.00,40.6
2018-11-12,0.00,44.7
2018-11-13,0.00,45.1
2018-11-14,0.00,39.0
2018-11-15,0.01,46.4
2018-11-16,0.00,46.1
2018-11-17,0.00,48.7
2018-11-18,0.00,48.0
2018-11-19,0.00,43.9
2018-11-20,0.00,43.3
2018-11-21,0.00,40.9
2018-11-22,0.17,46.3
2018-11-23,0.76,49.4
2018-11-24,0.18,43.8
2018-11-25,0.00,39.5
2018-11-26,0.02,40.0
2018-11-27,0.73,50.6
2018-11-28,0.48,53.4
2018-11-29,0.32,46.8
2018-11-30,0.07,45.9
2018-12-01,0.70,45.8
2018-12-02,0.05,42.1
2018-12-03,0.02,40.6
2018-12-04,0.00,38.4
2018-12-05,0.00,40.2
2018-12-06,0.00,38.3
2018-12-07,0.00,36.5
2018-12-08,0.18,32.5
2018-12-09,0.01,39.0
2018-12-10,0.68,37.6
2018-12-11,0.09,44.0
2018-12-12,0.65,46.9
2018-12-13,0.02,46.0
2018-12-14,0.00,44.8
2018-12-15,0.12,42.0
2018-12-16,0.13,42.7
2018-12-17,0.45,46.9
2018-12-18,1.77,48.1
2018-12-19,0.29,51.8
2018-12-20,0.02,49.4
2018-12-21,0.13,45.7
2018-12-22,0.00,39.3
2018-12-23,0.61,38.8
2018-12-24,0.48,48.7
2018-12-25,0.13,43.0
2018-12-26,0.02,41.2
2018-12-27,0.18,41.3
2018-12-28,0.04,42.4
2018-12-29,0.04,44.6
2018-12-30,0.37,48.3
2018-12-31,0.01,41.3
2019-01-01,0.00,37.0
2019-01-02,0.00,34.6
2019-01-03,0.00,37.4
2019-01-04,0.16,48.6
2019-01-05,0.00,44.1
2019-01-06,0.17,44.2
2019-01-07,0.20,40.3
2019-01-08,0.25,41.2
2019-01-09,0.05,43.4
2019-01-10,0.23,45.7
2019-01-11,0.00,49.5
2019-01-12,0.00,42.5
2019-01-13,0.00,42.4
2019-01-14,0.00,41.6
2019-01-15,0.00,39.1
2019-01-16,0.00,38.2
2019-01-17,0.11,39.1
2019-01-18,0.33,45.9
2019-01-19,0.79,47.0
2019-01-20,0.30,48.2
2019-01-21,0.28,40.6
2019-01-22,0.01,41.7
2019-01-23,0.18,44.7
2019-01-24,0.00,47.2
2019-01-25,0.00,43.4
2019-01-26,0.00,41.0
2019-01-27,0.00,35.7
2019-01-28,0.00,38.1
2019-01-29,0.00,45.2
2019-01-30,0.00,42.6
2019-01-31,0.00,41.2
2019-02-01,0.04,40.7
2019-02-02,0.13,47.5
2019-02-03,0.25,45.4
2019-02-04,0.20,40.1
2019-02-05,0.16,34.7
2019-02-06,0.00,31.8
2019-02-07,0.00,31.6
2019-02-08,0.00,31.3
2019-02-09,0.48,34.9
2019-02-10,0.12,34.5
2019-02-11,0.31,33.0
2019-02-12,0.84,42.7
2019-02-13,0.71,43.2
2019-02-14,0.12,41.9
2019-02-15,0.23,40.9
2019-02-16,0.38,43.1
2019-02-17,0.27,39.2
2019-02-18,0.00,35.9
2019-02-19,0.00,36.6
2019-02-20,0.19,40.2
2019-02-21,0.23,38.3
2019-02-22,0.00,38.8
2019-02-23,0.30,37.7
2019-02-24,0.93,40.7
2019-02-25,0.24,37.5
2019-02-26,0.03,31.6
2019-02-27,0.11,34.1
2019-02-28,0.02,32.8
2019-03-01,0.05,35.1
2019-03-02,0.00,42.0
2019-03-03,0.00,39.4
2019-03-04,0.00,35.6
2019-03-05,0.00,34.7
2019-03-06,0.00,34.6
2019-03-07,0.20,34.9
2019-03-08,0.18,38.4
2019-03-09,0.15,37.5
2019-03-10,0.00,39.3
2019-03-11,0.00,40.3
2019-03-12,0.41,42.6
2019-03-13,0.04,44.2
2019-03-14,0.00,43.9
2019-03-15,0.00,44.8
2019-03-16,0.00,47.7
2019-03-17,0.00,47.6
2019-03-18,0.00,52.9
2019-03-19,0.00,57.8
2019-03-20,0.00,60.2
2019-03-21,0.00,58.9
2019-03-22,0.03,46.5
2019-03-23,0.31,45.7
2019-03-24,0.02,49.0
2019-03-25,0.00,49.3
2019-03-26,0.08,44.8
2019-03-27,0.00,47.1
2019-03-28,0.40,46.8
2019-03-29,0.32,49.6
2019-03-30,0.03,50.2
2019-03-31,0.00,52.1
2019-04-01,0.00,52.7
2019-04-02,0.47,54.7
2019-04-03,0.27,55.7
2019-04-04,0.04,52.4
2019-04-05,0.33,52.6
2019-04-06,0.45,48.8
2019-04-07,1.55,50.4
2019-04-08,0.66,51.3
2019-04-09,0.15,52.3
2019-04-10,0.03,50.8
2019-04-11,0.39,49.1
2019-04-12,0.15,49.6
2019-04-13,0.00,50.9
2019-04-14,0.29,45.4
2019-04-15,0.13,45.0
2019-04-16,0.22,43.4
2019-04-17,0.05,52.0
2019-04-18,0.00,56.1
2019-04-19,0.00,61.3
2019-04-20,0.42,55.8
2019-04-21,0.00,54.6
2019-04-22,0.00,51.0
2019-04-23,0.00,53.1
2019-04-24,0.00,55.9
2019-04-25,0.00,53.4
2019-04-26,0.00,56.7
2019-04-27,0.00,54.7
2019-04-28,0.00,46.7
2019-04-29,0.00,49.2
2019-04-30,0.00,53.4
2019-05-01,0.00,53.3
2019-05-02,0.00,51.8
2019-05-03,0.00,51.3
2019-05-04,0.00,54.4
2019-05-05,0.00,58.0
2019-05-06,0.00,60.2
2019-05-07,0.00,63.5
2019-05-08,0.00,61.0
2019-05-09,0.00,60.2
2019-05-10,0.00,66.4
2019-05-11,0.00,66.4
2019-05-12,0.00,64.4
2019-05-13,0.00,59.0
2019-05-14,0.00,56.4
2019-05-15,0.24,54.1
2019-05-16,0.11,54.7
2019-05-17,0.14,55.6
2019-05-18,0.06,55.3
2019-05-19,0.77,59.8
2019-05-20,0.01,55.2
2019-05-21,0.09,57.0
2019-05-22,0.04,56.2
2019-05-23,0.14,59.1
2019-05-24,0.03,62.3
2019-05-25,0.03,55.9
2019-05-26,0.63,51.5
2019-05-27,0.01,60.8
2019-05-28,0.00,59.3
2019-05-29,0.00,57.4
2019-05-30,0.00,61.9
2019-05-31,0.00,63.6
2019-06-01,0.00,66.0
2019-06-02,0.00,66.3
2019-06-03,0.00,64.3
2019-06-04,0.00,60.3
2019-06-05,0.00,61.5
2019-06-06,0.00,59.5
2019-06-07,0.06,55.8
2019-06-08,0.06,54.7
2019-06-09,0.00,56.2
2019-06-10,0.00,64.4
2019-06-11,0.00,69.2
2019-06-12,0.00,76.6
2019-06-13,0.00,77.7
2019-06-14,0.00,69.1
2019-06-15,0.00,62.4
2019-06-16,0.00,64.2
2019-06-17,0.00,67.2
2019-06-18,0.00,67.5
2019-06-19,0.00,61.9
2019-06-20,0.00,58.7
2019-06-21,0.00,59.9
2019-06-22,0.00,60.5
2019-06-23,0.00,61.9
2019-06-24,0.00,60.3
2019-06-25,0.00,61.2
2019-06-26,0.00,62.1
2019-06-27,0.12,62.2
2019-06-28,0.34,55.2
2019-06-29,0.00,60.4
2019-06-30,0.00,64.2
2019-07-01,0.00,66.9
2019-07-02,0.01,64.6
2019-07-03,0.00,62.1
2019-07-04,0.00,62.8
2019-07-05,0.00,67.0
2019-07-06,0.00,66.1
2019-07-07,0.00,61.7
2019-07-08,0.00,64.4
2019-07-09,0.00,66.5
2019-07-10,0.36,65.1
2019-07-11,0.00,67.2
2019-07-12,0.00,69.5
2019-07-13,0.00,71.0
2019-07-14,0.00,69.6
2019-07-15,0.00,70.9
2019-07-16,0.05,67.3
2019-07-17,0.00,69.1
2019-07-18,0.00,67.4
2019-07-19,0.00,63.7
2019-07-20,0.00,62.2
2019-07-21,0.00,67.8
2019-07-22,0.00,70.1
2019-07-23,0.00,69.3
2019-07-24,0.00,64.8
2019-07-25,0.00,65.9
2019-07-26,0.00,71.7
2019-07-27,0.00,73.7
2019-07-28,0.00,67.3
2019-07-29,0.00,69.0
2019-07-30,0.00,68.3
2019-07-31,0.00,66.4
2019-08-01,0.00,68.9
2019-08-02,0.00,71.1
2019-08-03,0.01,70.7
2019-08-04,0.00,73.6
2019-08-05,0.00,74.6
2019-08-06,0.00,73.5
2019-08-07,0.00,70.7
2019-08-08,0.00,66.3
2019-08-09,0.01,65.3
2019-08-10,0.00,66.7
2019-08-11,0.12,63.8
2019-08-12,0.00,64.4
2019-08-13,0.00,67.6
2019-08-14,0.00,72.0
2019-08-15,0.00,71.9
2019-08-16,0.00,69.4
2019-08-17,0.00,66.5
2019-08-18,0.00,65.4
2019-08-19,0.00,67.6
2019-08-20,0.00,67.5
2019-08-21,0.00,67.6
2019-08-22,0.24,62.8
2019-08-23,0.00,63.2
2019-08-24,0.00,66.9
2019-08-25,0.00,67.2
2019-08-26,0.00,66.8
2019-08-27,0.00,69.1
2019-08-28,0.00,76.6
2019-08-29,0.00,76.1
2019-08-30,0.00,73.1
2019-08-31,0.00,67.3
2019-09-01,0.00,68.5
2019-09-02,0.00,68.7
2019-09-03,0.00,68.6
2019-09-04,0.00,68.3
2019-09-05,0.00,68.9
2019-09-06,0.00,74.3
2019-09-07,0.00,70.6
2019-09-08,0.05,63.3
2019-09-09,0.86,64.0
2019-09-10,0.20,61.1
2019-09-11,0.36,61.3
2019-09-12,0.00,62.6
2019-09-13,0.02,65.3
2019-09-14,0.00,64.9
2019-09-15,0.10,64.9
2019-09-16,0.62,58.6
2019-09-17,0.07,60.6
2019-09-18,0.62,59.7
2019-09-19,0.09,57.8
2019-09-20,0.00,59.8
2019-09-21,0.00,62.1
2019-09-22,0.02,61.3
2019-09-23,0.32,58.5
2019-09-24,0.00,60.4
2019-09-25,0.00,63.9
2019-09-26,0.00,60.1
2019-09-27,0.00,57.7
2019-09-28,0.06,53.7
2019-09-29,0.01,50.0
2019-09-30,0.07,46.6
2019-10-01,0.00,48.1
2019-10-02,0.00,48.5
2019-10-03,0.05,46.6
2019-10-04,0.39,52.4
2019-10-05,0.06,51.3
2019-10-06,0.00,52.0
2019-10-07,0.00,54.2
2019-10-08,0.00,55.3
2019-10-09,0.00,46.8
2019-10-10,0.00,43.8
2019-10-11,0.00,47.6
2019-10-12,0.00,50.0
2019-10-13,0.00,47.8
2019-10-14,0.00,50.8
2019-10-15,0.00,50.0
2019-10-16,0.02,50.0
2019-10-17,0.46,52.4
2019-10-18,0.60,52.6
2019-10-19,0.84,52.6
2019-10-20,0.11,51.2
2019-10-21,0.03,52.5
2019-10-22,0.07,57.0
2019-10-23,0.02,54.1
2019-10-24,0.00,48.5
2019-10-25,0.00,52.2
2019-10-26,0.02,51.4
2019-10-27,0.00,45.1
2019-10-28,0.00,43.3
2019-10-29,0.00,42.2
2019-10-30,0.00,38.9
2019-10-31,0.00,39.6
2019-11-01,0.00,39.8
2019-11-02,0.00,45.4
2019-11-03,0.00,46.6
2019-11-04,0.00,46.8
2019-11-05,0.00,44.0
2019-11-06,0.01,41.1
2019-11-07,0.00,43.4
2019-11-08,0.00,46.1
2019-11-09,0.00,45.4
2019-11-10,0.01,46.5
2019-11-11,0.02,49.4
2019-11-12,0.00,51.8
2019-11-13,0.02,46.6
2019-11-14,0.00,47.3
2019-11-15,0.14,48.0
2019-11-16,0.04,50.0
2019-11-17,0.00,48.0
2019-11-18,0.03,52.4
2019-11-19,0.18,53.5
2019-11-20,0.02,47.6
2019-11-21,0.00,45.4
2019-11-22,0.00,42.9
2019-11-23,0.00,39.9
2019-11-24,0.03,38.2
2019-11-25,0.20,44.6
2019-11-26,0.05,43.3
2019-11-27,0.04,39.8
2019-11-28,0.00,37.7
2019-11-29,0.00,36.0
2019-11-30,0.00,33.8
2019-12-01,0.09,30.4
2019-12-02,0.12,35.7
2019-12-03,0.00,38.3
2019-12-04,0.00,35.7
2019-12-05,0.00,39.3
2019-12-06,0.00,42.4
2019-12-07,0.37,40.5
2019-12-08,0.53,44.8
2019-12-09,0.00,46.9
2019-12-10,0.00,43.4
2019-12-11,0.61,42.6
2019-12-12,0.26,46.3
2019-12-13,0.46,47.9
2019-12-14,0.00,44.3
2019-12-15,0.02,41.6
2019-12-16,0.01,40.1
2019-12-17,0.00,39.9
2019-12-18,0.00,35.3
2019-12-19,0.10,37.6
2019-12-20,0.48,50.8
2019-12-21,0.71,53.7
2019-12-22,0.59,45.6
2019-12-23,0.39,43.1
2019-12-24,0.00,40.4
2019-12-25,0.09,38.7
2019-12-26,0.00,37.4
2019-12-27,0.06,34.3
2019-12-28,0.00,41.1
2019-12-29,0.01,39.7
2019-12-30,0.14,41.9
2019-12-31,0.00,42.5
2020-01-01,0.41,47.3
2020-01-02,0.12,48.6
2020-01-03,0.00,47.0
2020-01-04,0.32,49.5
2020-01-05,0.29,43.5
2020-01-06,0.43,45.1
2020-01-07,0.15,47.3
2020-01-08,0.26,48.4
2020-01-09,0.18,40.4
2020-01-10,0.03,37.7
2020-01-11,0.72,43.7
2020-01-12,0.59,42.8
2020-01-13,0.36,41.6
2020-01-14,0.28,36.6
2020-01-15,0.02,34.4
2020-01-16,0.44,37.6
2020-01-17,0.07,37.0
2020-01-18,0.29,38.9
2020-01-19,0.12,46.1
2020-01-20,0.00,47.5
2020-01-21,0.21,43.7
2020-01-22,0.09,46.0
2020-01-23,0.02,49.2
2020-01-24,0.55,52.7
2020-01-25,0.13,50.5
2020-01-26,0.26,52.3
2020-01-27,0.12,48.5
2020-01-28,0.96,46.8
2020-01-29,0.23,47.5
2020-01-30,0.27,46.8
2020-01-31,0.04,48.6
2020-02-01,0.14,57.2
2020-02-02,0.10,44.2
2020-02-03,0.03,38.4
2020-02-04,0.02,35.8
2020-02-05,0.04,35.4
2020-02-06,0.04,45.9
2020-02-07,0.00,52.0
2020-02-08,0.14,47.6
2020-02-09,0.03,40.4
2020-02-10,0.00,38.3
2020-02-11,0.00,38.7
2020-02-12,0.00,39.5
2020-02-13,0.00,40.4
2020-02-14,0.08,39.9
2020-02-15,0.10,43.6
2020-02-16,0.52,43.8
2020-02-17,0.03,43.1
2020-02-18,0.00,39.6
2020-02-19,0.00,40.5
2020-02-20,0.00,44.3
2020-02-21,0.00,42.9
2020-02-22,0.00,42.8
2020-02-23,0.03,43.2
2020-02-24,0.07,44.5
2020-02-25,0.00,39.6
2020-02-26,0.00,42.1
2020-02-27,0.00,44.9
2020-02-28,0.00,46.4
2020-02-29,0.19,43.2
2020-03-01,0.06,38.7
2020-03-02,0.00,40.0
2020-03-03,0.00,44.2
2020-03-04,0.00,52.1
2020-03-05,0.00,45.7
2020-03-06,0.00,46.6
2020-03-07,0.47,42.5
2020-03-08,0.11,37.9
2020-03-09,0.00,39.6
2020-03-10,0.00,42.6
2020-03-11,0.00,45.6
2020-03-12,0.00,43.8
2020-03-13,0.00,42.0
2020-03-14,0.50,36.2
